SITE,PLOT,TRT,TRT2,SPP,REP,DATE,SAMP,Ht,FBD,BD,Mortality,Notes
ITEXJ,25,CTL,COMP,GREAUS,254GC,1/05/2015,8,NA,NA,NA,1,
ITEXJ,26,OTC,NORMAL,PROCUN,261PR,1/05/2015,8,441,24.3,23.9,0,
ITEXJ,26,OTC,NORMAL,GREAUS,261G,1/05/2015,8,NA,NA,NA,1,
ITEXJ,26,OTC,NORMAL,PROCUN,262PR,1/05/2015,8,355,13.99,13.22,0,
ITEXJ,26,OTC,NORMAL,PHESQU,261PH,1/05/2015,8,88,1.94,1.89,0,SICK
ITEXJ,26,OTC,NORMAL,GREAUS,262G,1/05/2015,8,335,14.5,11.92,0,
ITEXJ,26,OTC,NORMAL,PHESQU,262PH,1/05/2015,8,NA,NA,NA,1,near death (near tussock)
ITEXJ,26,OTC,NORMAL,ASTTRY,261A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,26,OTC,NORMAL,PROCUN,263PR,1/05/2015,8,395,13.9,13.7,0,
ITEXJ,26,OTC,NORMAL,PROCUN,264PR,1/05/2015,8,470,24.3,24.3,0,
ITEXJ,26,OTC,NORMAL,ASTTRY,262A,1/05/2015,8,NA,NA,NA,1,near death
ITEXJ,26,OTC,NORMAL,PHESQU,263PH,1/05/2015,8,132,2.32,1.99,0,shaded by procun
ITEXJ,26,OTC,NORMAL,GREAUS,263G,1/05/2015,8,193,4.98,4.05,0,NEAR POA TUSSOCK
ITEXJ,26,OTC,NORMAL,PHESQU,264PH,1/05/2015,8,NA,NA,NA,1,SICK
ITEXJ,26,OTC,NORMAL,ASTTRY,263A,1/05/2015,8,NA,NA,NA,1,near death
ITEXJ,26,OTC,NORMAL,GREAUS,264G,1/05/2015,8,350,14.6,10.87,0,
ITEXJ,26,OTC,NORMAL,ASTTRY,264A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,26,OTC,COMP,GREAUS,261GC,1/05/2015,8,339,11.97,10.35,0,NEAR PEG 26/ant nest
ITEXJ,26,OTC,COMP,GREAUS,262GC,1/05/2015,8,440,8,7.77,0,
ITEXJ,26,OTC,COMP,GREAUS,263GC,1/05/2015,8,206,8.45,8.49,0,
ITEXJ,26,OTC,COMP,GREAUS,264GC,1/05/2015,8,354,8.2,7.04,0,
ITEXJ,27,CTL,NORMAL,PROCUN,271PR,1/05/2015,8,112,5.02,3.45,0,
ITEXJ,27,CTL,NORMAL,GREAUS,271G,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,271A,1/05/2015,8,143,4.76,3.66,0,
ITEXJ,27,CTL,NORMAL,PROCUN,272PR,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,GREAUS,272G,1/05/2015,8,144,4.34,3.66,0,
ITEXJ,27,CTL,NORMAL,PROCUN,273PR,1/05/2015,8,196,15.99,15.99,0,
ITEXJ,27,CTL,NORMAL,ASTTRY,272A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,GREAUS,273G,1/05/2015,8,77,3.08,3.15,0,TUSSOCK
ITEXJ,27,CTL,NORMAL,ASTTRY,273A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,271PH,1/05/2015,8,75,2.78,2.45,0,TUUSOCK
ITEXJ,27,CTL,NORMAL,GREAUS,274G,1/05/2015,8,135,4.34,4.44,0,
ITEXJ,27,CTL,NORMAL,PHESQU,272PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PROCUN,274PR,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,ASTTRY,274A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,273PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,NORMAL,PHESQU,274PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,COMP,GREAUS,271GC,1/05/2015,8,NA,NA,NA,1,
ITEXJ,27,CTL,COMP,GREAUS,272GC,1/05/2015,8,97,3.7,3.02,0,
ITEXJ,27,CTL,COMP,GREAUS,273GC,1/05/2015,8,55,2.44,1.78,0,
ITEXJ,27,CTL,COMP,GREAUS,274GC,1/05/2015,8,105,3.51,3.19,0,NEAR PEG 27
ITEXJ,28,OTC,NORMAL,PROCUN,281PR,1/05/2015,8,360,14.21,13.03,0,
ITEXJ,28,OTC,NORMAL,PHESQU,281PH,1/05/2015,8,90,3.34,2.84,0,
ITEXJ,28,OTC,NORMAL,GREAUS,281G,1/05/2015,8,150,3.63,3.41,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,281A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PHESQU,282PH,1/05/2015,8,NA,NA,NA,1,near death
ITEXJ,28,OTC,NORMAL,ASTTRY,282A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PROCUN,282PR,1/05/2015,8,326,17.7,18.9,0,
ITEXJ,28,OTC,NORMAL,PHESQU,283PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PROCUN,283PR,1/05/2015,8,310,15.1,14.4,0,
ITEXJ,28,OTC,NORMAL,GREAUS,282G,1/05/2015,8,245,6.14,5.19,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,283A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,PROCUN,284PR,1/05/2015,8,319,10.63,10.51,0,
ITEXJ,28,OTC,NORMAL,ASTTRY,284A,1/05/2015,8,NA,NA,NA,1,SICK
ITEXJ,28,OTC,NORMAL,PHESQU,284PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,28,OTC,NORMAL,GREAUS,283G,1/05/2015,8,182,6.26,5.27,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,NORMAL,GREAUS,284G,1/05/2015,8,155,4.07,3.49,0,NEAR POA TUSSOCK
ITEXJ,28,OTC,COMP,GREAUS,281GC,1/05/2015,8,180,6.49,5.71,0,NE (doesn't include peg)
ITEXJ,28,OTC,COMP,GREAUS,282GC,1/05/2015,8,241,4.96,5.04,0,
ITEXJ,28,OTC,COMP,GREAUS,283GC,1/05/2015,8,296,8.3,6.62,0,
ITEXJ,28,OTC,COMP,GREAUS,284GC,1/05/2015,8,174,4.09,3.37,0,Includes peg 28
ITEXJ,29,CTL,NORMAL,PHESQU,291PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,29,CTL,NORMAL,ASTTRY,291A,1/05/2015,8,102,3.19,2.75,0,NEAR POA TUSSOCK
ITEXJ,29,CTL,NORMAL,GREAUS,291G,1/05/2015,8,131,3.75,2.37,0,
ITEXJ,29,CTL,NORMAL,PROCUN,291PR,1/05/2015,8,260,11.9,11.81,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,292A,1/05/2015,8,136,2.99,3.02,0,
ITEXJ,29,CTL,NORMAL,GREAUS,292G,1/05/2015,8,114,4.05,3.27,0,
ITEXJ,29,CTL,NORMAL,PHESQU,292PH,1/05/2015,8,90,3.08,2.67,0,
ITEXJ,29,CTL,NORMAL,ASTTRY,293A,1/05/2015,8,127,3.65,3.65,0,NEAR POA TUSSOCK
ITEXJ,29,CTL,NORMAL,PHESQU,293PH,1/05/2015,8,NA,NA,NA,1,NEAR POA TUSSOCK
ITEXJ,29,CTL,NORMAL,ASTTRY,294A,1/05/2015,8,109,3.9,3,0,
ITEXJ,29,CTL,NORMAL,GREAUS,293G,1/05/2015,8,NA,NA,NA,1,sick
ITEXJ,29,CTL,NORMAL,GREAUS,294G,1/05/2015,8,NA,NA,NA,1,NEAR POA TUSSOCK
ITEXJ,29,CTL,NORMAL,PROCUN,292PR,1/05/2015,8,253,11.02,10.63,0,
ITEXJ,29,CTL,NORMAL,PROCUN,293PR,1/05/2015,8,304,13.13,11.43,0,20% dead
ITEXJ,29,CTL,NORMAL,PHESQU,294PH,1/05/2015,8,112,3.26,3.14,0,
ITEXJ,29,CTL,NORMAL,PROCUN,294PR,1/05/2015,8,152,10.06,8.14,0,
ITEXJ,29,CTL,COMP,GREAUS,291GC,1/05/2015,8,NA,NA,NA,1,closest to peg
ITEXJ,29,CTL,COMP,GREAUS,292GC,1/05/2015,8,NA,NA,NA,1,near death
ITEXJ,29,CTL,COMP,GREAUS,293GC,1/05/2015,8,54,2.02,2.31,0,SICK
ITEXJ,29,CTL,COMP,GREAUS,294GC,1/05/2015,8,NA,NA,NA,1,
ITEXJ,30,OTC,NORMAL,GREAUS,301G,1/05/2015,8,254,7.09,6.46,0,
ITEXJ,30,OTC,NORMAL,ASTTRY,301A,1/05/2015,8,65,1.36,1.8,0,SICK
ITEXJ,30,OTC,NORMAL,GREAUS,302G,1/05/2015,8,232,5.45,5.2,0,
ITEXJ,30,OTC,NORMAL,ASTTRY,302A,1/05/2015,8,93,2.27,2.01,0,SICK
ITEXJ,30,OTC,NORMAL,PROCUN,301PR,1/05/2015,8,390,19.36,15.73,0,
ITEXJ,30,OTC,NORMAL,ASTTRY,303A,1/05/2015,8,199,3.14,2.99,0,
ITEXJ,30,OTC,NORMAL,PHESQU,301PH,1/05/2015,8,176,3.65,2.95,0,NEAR POA TUSSOCK
ITEXJ,30,OTC,NORMAL,PHESQU,302PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,30,OTC,NORMAL,ASTTRY,304A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,30,OTC,NORMAL,PROCUN,302PR,1/05/2015,8,400,10.91,11.22,0,
ITEXJ,30,OTC,NORMAL,PROCUN,303PR,1/05/2015,8,335,11.49,11.1,0,
ITEXJ,30,OTC,NORMAL,PHESQU,303PH,1/05/2015,8,130,2.43,1.85,0,
ITEXJ,30,OTC,NORMAL,GREAUS,303G,1/05/2015,8,221,4.67,3.5,0,
ITEXJ,30,OTC,NORMAL,PROCUN,304PR,1/05/2015,8,495,30.5,30.5,0,
ITEXJ,30,OTC,NORMAL,PHESQU,304PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,30,OTC,NORMAL,GREAUS,304G,1/05/2015,8,254,8.1,6.93,0,
ITEXJ,30,OTC,COMP,GREAUS,301GC,1/05/2015,8,142,4.75,4.67,0,Middle North
ITEXJ,30,OTC,COMP,GREAUS,302GC,1/05/2015,8,178,6.31,5.47,0,DEAD BRANCH
ITEXJ,30,OTC,COMP,GREAUS,303GC,1/05/2015,8,213,5.47,5.12,0,recruit nearby
ITEXJ,30,OTC,COMP,GREAUS,304GC,1/05/2015,8,190,4.48,4.16,0,
ITEXJ,31,CTL,NORMAL,GREAUS,311G,1/05/2015,8,129,4.26,3.71,0,
ITEXJ,31,CTL,NORMAL,PHESQU,311PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,ASTTRY,311A,1/05/2015,8,NA,NA,NA,1,SICK
ITEXJ,31,CTL,NORMAL,ASTTRY,312A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,ASTTRY,313A,1/05/2015,8,107,2.85,2.38,0,NEAR POA TUSSOCK
ITEXJ,31,CTL,NORMAL,PHESQU,312PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,GREAUS,312G,1/05/2015,8,132,3.9,3.12,0,
ITEXJ,31,CTL,NORMAL,GREAUS,313G,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,PROCUN,311PR,1/05/2015,8,193,12.97,13.11,0,
ITEXJ,31,CTL,NORMAL,ASTTRY,314A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,PHESQU,313PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,GREAUS,314G,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,NORMAL,PROCUN,312PR,1/05/2015,8,172,10.91,9.4,0,
ITEXJ,31,CTL,NORMAL,PHESQU,314PH,1/05/2015,8,74,3.68,2.43,0,near poa tussock
ITEXJ,31,CTL,NORMAL,PROCUN,313PR,1/05/2015,8,185,10.45,10.34,0,30 % dead
ITEXJ,31,CTL,NORMAL,PROCUN,314PR,1/05/2015,8,234,12.65,11.44,0,
ITEXJ,31,CTL,COMP,GREAUS,311GC,1/05/2015,8,NA,NA,NA,1,NE CORNER 25 CM FROM STEM
ITEXJ,31,CTL,COMP,GREAUS,312GC,1/05/2015,8,NA,NA,NA,1,
ITEXJ,31,CTL,COMP,GREAUS,313GC,1/05/2015,8,86,3.69,3.95,0,nearly dead 
ITEXJ,31,CTL,COMP,GREAUS,314GC,1/05/2015,8,NA,NA,NA,1,
ITEXJ,32,OTC,NORMAL,PROCUN,321PR,1/05/2015,8,402,16.89,17.05,0,
ITEXJ,32,OTC,NORMAL,PHESQU,321PH,1/05/2015,8,111,3.47,3.37,0,
ITEXJ,32,OTC,NORMAL,PROCUN,322PR,1/05/2015,8,246,8.76,8.58,0,
ITEXJ,32,OTC,NORMAL,PHESQU,322PH,1/05/2015,8,129,3.92,3.36,0,
ITEXJ,32,OTC,NORMAL,ASTTRY,321A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,32,OTC,NORMAL,PHESQU,323PH,1/05/2015,8,NA,NA,NA,1,NEAR CAREX - sick
ITEXJ,32,OTC,NORMAL,GREAUS,321G,1/05/2015,8,189,8.93,7.49,0,
ITEXJ,32,OTC,NORMAL,GREAUS,322G,1/05/2015,8,NA,NA,NA,1,SICK
ITEXJ,32,OTC,NORMAL,PHESQU,324PH,1/05/2015,8,NA,NA,NA,1,
ITEXJ,32,OTC,NORMAL,GREAUS,323G,1/05/2015,8,164,4.71,4.36,0,
ITEXJ,32,OTC,NORMAL,PROCUN,323PR,1/05/2015,8,259,16.34,16.48,0,
ITEXJ,32,OTC,NORMAL,ASTTRY,322A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,32,OTC,NORMAL,ASTTRY,323A,1/05/2015,8,NA,NA,NA,1,sick
ITEXJ,32,OTC,NORMAL,PROCUN,324PR,1/05/2015,8,298,16.9,14.97,0,NEAR POA TUSSOCK
ITEXJ,32,OTC,NORMAL,ASTTRY,324A,1/05/2015,8,NA,NA,NA,1,
ITEXJ,32,OTC,NORMAL,GREAUS,324G,1/05/2015,8,189,4.73,4.64,0,
ITEXJ,32,OTC,COMP,GREAUS,321GC,1/05/2015,8,NA,NA,NA,1,includes peg 32
ITEXJ,32,OTC,COMP,GREAUS,322GC,1/05/2015,8,140,3.34,4.02,0,
ITEXJ,32,OTC,COMP,GREAUS,323GC,1/05/2015,8,131,4.66,3.81,0,
ITEXJ,32,OTC,COMP,GREAUS,324GC,1/05/2015,8,117,3.28,3.58,0,
PRO1,1,BCH,NORMAL,PROCUN,11PRO,1/05/2015,8,165,7.33,6.57,0,2nd closest to Chut
PRO1,1,BCH,NORMAL,PROCUN,12PRO,1/05/2015,8,131,5.95,5.13,0,
PRO1,1,BCH,NORMAL,PROCUN,13PRO,1/05/2015,8,163,5.3,4.2,0,
PRO1,1,BCH,NORMAL,PROCUN,14PRO,1/05/2015,8,142,5.37,5.91,0,
PRO1,1,BCH,NORMAL,PROCUN,15PRO,1/05/2015,8,205,6.21,5.57,0,
PRO1,1,BCH,NORMAL,PROCUN,16PRO,1/05/2015,8,NA,NA,NA,1,
PRO1,1,BCH,NORMAL,PROCUN,17PRO,1/05/2015,8,NA,NA,NA,1,ACCIDENTLY BROKE
PRO1,1,BCH,NORMAL,PROCUN,18PRO,1/05/2015,8,160,7.16,5.3,0,
PRO2,1,BCH,NORMAL,PROCUN,21PRO,1/05/2015,8,NA,NA,NA,1,Up from ITEX 2.0
PRO2,1,BCH,NORMAL,PROCUN,22PRO,1/05/2015,8,220,5.78,8.29,0,
PRO2,1,BCH,NORMAL,PROCUN,23PRO,1/05/2015,8,119,5.73,6.14,0,
PRO2,1,BCH,NORMAL,PROCUN,24PRO,1/05/2015,8,NA,NA,NA,1,
PRO2,1,BCH,NORMAL,PROCUN,25PRO,1/05/2015,8,134,4.15,5.16,0,
PRO2,1,BCH,NORMAL,PROCUN,26PRO,1/05/2015,8,238,12.38,10.78,0,
PRO2,1,BCH,NORMAL,PROCUN,27PRO,1/05/2015,8,172,5.03,6,0,
PRO2,1,BCH,NORMAL,PROCUN,28PRO,1/05/2015,8,NA,NA,NA,1,
PRO3,1,BCH,NORMAL,PROCUN,31PRO,1/05/2015,8,57,3.6,2.52,0,Closest to Chut/sick
PRO3,1,BCH,NORMAL,PROCUN,32PRO,1/05/2015,8,198,6.84,7.07,0,
PRO3,1,BCH,NORMAL,PROCUN,33PRO,1/05/2015,8,206,6.38,5.92,0,
PRO3,1,BCH,NORMAL,PROCUN,34PRO,1/05/2015,8,125,4.92,1.53,0,
PRO3,1,BCH,NORMAL,PROCUN,35PRO,1/05/2015,8,154,4.26,4.16,0,
PRO3,1,BCH,NORMAL,PROCUN,36PRO,1/05/2015,8,229,8.89,7.81,0,
PRO3,1,BCH,NORMAL,PROCUN,37PRO,1/05/2015,8,191,10.88,9.13,0,Pull tip off accident 
PRO3,1,BCH,NORMAL,PROCUN,38PRO,1/05/2015,8,252,8.06,8.26,0,accidently broke part
ITEXJ,1,CTL,NORMAL,PHESQU,11PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,GREAUS,11G,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,PROCUN,11PR,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,GREAUS,12G,5/05/2016,9,114,5.1,4.38,0,
ITEXJ,1,CTL,NORMAL,GREAUS,13G,5/05/2016,9,112,3.84,4.22,0,
ITEXJ,1,CTL,NORMAL,ASTTRY,11A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,PHESQU,12PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,PROCUN,12PR,5/05/2016,9,79,4.96,3.95,0,DMG
ITEXJ,1,CTL,NORMAL,GREAUS,14G,5/05/2016,9,68,2.83,3.66,0,NEAR POA TUSSOCK
ITEXJ,1,CTL,NORMAL,PHESQU,13PH,5/05/2016,9,69,3.46,3.66,0,
ITEXJ,1,CTL,NORMAL,PROCUN,13PR,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,PHESQU,14PH,5/05/2016,9,69,2.85,2.19,0,NEAR POA TUSSOCK
ITEXJ,1,CTL,NORMAL,PROCUN,14PR,5/05/2016,9,241,16.37,13,0,
ITEXJ,1,CTL,NORMAL,ASTTRY,12A,5/05/2016,9,110,4.12,2.51,0,DMG
ITEXJ,1,CTL,NORMAL,ASTTRY,13A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,1,CTL,NORMAL,ASTTRY,14A,5/05/2016,9,NA,NA,NA,1,SICK
ITEXJ,1,CTL,COMP,GREAUS,11GC,5/05/2016,9,98,4,2.69,0,NE corner
ITEXJ,1,CTL,COMP,GREAUS,12GC,5/05/2016,9,75,3.79,3.2,0,
ITEXJ,1,CTL,COMP,GREAUS,13GC,5/05/2016,9,67,1.16,1.4,0,near CRAJAM
ITEXJ,1,CTL,COMP,GREAUS,14GC,5/05/2016,9,80,3.38,2.6,0,inside tussock
ITEXJ,2,OTC,NORMAL,GREAUS,21G,5/05/2016,9,161,7.16,6.5,0,
ITEXJ,2,OTC,NORMAL,PHESQU,21PH,5/05/2016,9,226,6.66,5.2,0,
ITEXJ,2,OTC,NORMAL,GREAUS,22G,5/05/2016,9,201,6.1,5.03,0,
ITEXJ,2,OTC,NORMAL,GREAUS,23G,5/05/2016,9,164,4.55,4.13,0,
ITEXJ,2,OTC,NORMAL,PHESQU,22PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,ASTTRY,21A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,ASTTRY,22A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,ASTTRY,23A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,PHESQU,23PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,ASTTRY,24A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,2,OTC,NORMAL,GREAUS,24G,5/05/2016,9,141,3.6,2.53,0,NEAR CRAJAM
ITEXJ,2,OTC,NORMAL,PROCUN,21PR,5/05/2016,9,379,14.36,13.3,0,
ITEXJ,2,OTC,NORMAL,PROCUN,22PR,5/05/2016,9,440,24,25.11,0,
ITEXJ,2,OTC,NORMAL,PHESQU,24PH,5/05/2016,9,141,3.93,4.28,0,
ITEXJ,2,OTC,NORMAL,PROCUN,23PR,5/05/2016,9,345,8.27,5.49,0,NEAR CRAJAM
ITEXJ,2,OTC,NORMAL,PROCUN,24PR,5/05/2016,9,326,9.39,9.04,0,
ITEXJ,2,OTC,COMP,GREAUS,21GC,5/05/2016,9,113,4.46,3.59,0,ANT NEST/ NW corner
ITEXJ,2,OTC,COMP,GREAUS,22GC,5/05/2016,9,142,3.83,3.93,0,
ITEXJ,2,OTC,COMP,GREAUS,23GC,5/05/2016,9,255,5.83,5.64,0,
ITEXJ,2,OTC,COMP,GREAUS,24GC,5/05/2016,9,158,7.96,7.28,0,near peg #2
ITEXJ,3,CTL,NORMAL,ASTTRY,31A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,PROCUN,31PR,5/05/2016,9,141,9.71,7.3,0,
ITEXJ,3,CTL,NORMAL,PROCUN,32PR,5/05/2016,9,170,11,7.52,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,32A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,PROCUN,33PR,5/05/2016,9,197,10.9,10.1,0,
ITEXJ,3,CTL,NORMAL,ASTTRY,33A,5/05/2016,9,139,5.24,4.28,0,DMG TIP
ITEXJ,3,CTL,NORMAL,ASTTRY,34A,5/05/2016,9,93,3.73,3.18,0,
ITEXJ,3,CTL,NORMAL,GREAUS,31G,5/05/2016,9,126,3.75,3.36,0,NEAR POA TUSSOCK
ITEXJ,3,CTL,NORMAL,PHESQU,31PH,5/05/2016,9,NA,NA,NA,1,SICK
ITEXJ,3,CTL,NORMAL,PROCUN,34PR,5/05/2016,9,205,10.83,11.59,0,
ITEXJ,3,CTL,NORMAL,GREAUS,32G,5/05/2016,9,118,3.51,2.6,0,
ITEXJ,3,CTL,NORMAL,PHESQU,32PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,GREAUS,33G,5/05/2016,9,171,2.32,2.22,0,Sick
ITEXJ,3,CTL,NORMAL,GREAUS,34G,5/05/2016,9,NA,NA,NA,1,
ITEXJ,3,CTL,NORMAL,PHESQU,33PH,5/05/2016,9,83,3.73,3.62,0,IN TUSSOCK
ITEXJ,3,CTL,NORMAL,PHESQU,34PH,5/05/2016,9,82,2.59,1.81,0,
ITEXJ,3,CTL,COMP,GREAUS,31GC,5/05/2016,9,71,2.05,1.75,0,
ITEXJ,3,CTL,COMP,GREAUS,32GC,5/05/2016,9,89,2.91,2.81,0,
ITEXJ,3,CTL,COMP,GREAUS,33GC,5/05/2016,9,108,3.15,3.41,0,
ITEXJ,3,CTL,COMP,GREAUS,34GC,5/05/2016,9,89,3.64,3.53,0,near peg 3 NW
ITEXJ,4,OTC,NORMAL,PROCUN,41PR,5/05/2016,9,295,17.4,16.4,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,41A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,PHESQU,41PH,5/05/2016,9,115,4.33,4.66,0,
ITEXJ,4,OTC,NORMAL,GREAUS,41G,5/05/2016,9,NA,NA,NA,1,
ITEXJ,4,OTC,NORMAL,PROCUN,42PR,5/05/2016,9,266,14.1,13.5,0,DMG
ITEXJ,4,OTC,NORMAL,GREAUS,42G,5/05/2016,9,110,4.72,3.21,0,
ITEXJ,4,OTC,NORMAL,PHESQU,42PH,5/05/2016,9,66,2.96,2.54,0,Top dying
ITEXJ,4,OTC,NORMAL,GREAUS,43G,5/05/2016,9,95,3.87,3.67,0,NEAR POA TUSSOCK
ITEXJ,4,OTC,NORMAL,ASTTRY,42A,5/05/2016,9,210,6.75,6.03,0,
ITEXJ,4,OTC,NORMAL,PHESQU,43PH,5/05/2016,9,110,4.55,3.92,0,DMG STEM
ITEXJ,4,OTC,NORMAL,GREAUS,44G,5/05/2016,9,182,5.08,4.89,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,43A,5/05/2016,9,147,4.23,3.27,0,
ITEXJ,4,OTC,NORMAL,PHESQU,44PH,5/05/2016,9,140,3.43,2.92,0,
ITEXJ,4,OTC,NORMAL,PROCUN,43PR,5/05/2016,9,304,13.87,14.17,0,
ITEXJ,4,OTC,NORMAL,ASTTRY,44A,5/05/2016,9,209,4.37,2.84,0,SICK
ITEXJ,4,OTC,NORMAL,PROCUN,44PR,5/05/2016,9,290,16.19,16.6,0,
ITEXJ,4,OTC,COMP,GREAUS,41GC,5/05/2016,9,NA,NA,NA,1,
ITEXJ,4,OTC,COMP,GREAUS,42GC,5/05/2016,9,94,3.31,3.58,0,sw
ITEXJ,4,OTC,COMP,GREAUS,43GC,5/05/2016,9,88,4.88,3.55,0,
ITEXJ,4,OTC,COMP,GREAUS,44GC,5/05/2016,9,131,5.53,5.62,0,
ITEXJ,5,CTL,NORMAL,GREAUS,51G,5/05/2016,9,236,6.79,6.36,0,
ITEXJ,5,CTL,NORMAL,PHESQU,51PH,5/05/2016,9,NA,NA,NA,1,DEAD?
ITEXJ,5,CTL,NORMAL,PHESQU,52PH,5/05/2016,9,NA,NA,NA,1,first branch broke
ITEXJ,5,CTL,NORMAL,ASTTRY,51A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,5,CTL,NORMAL,GREAUS,52G,5/05/2016,9,109,2.92,2.23,0,
ITEXJ,5,CTL,NORMAL,PHESQU,53PH,5/05/2016,9,NA,NA,NA,1,
ITEXJ,5,CTL,NORMAL,PROCUN,51PR,5/05/2016,9,310,16.22,14.33,0,
ITEXJ,5,CTL,NORMAL,ASTTRY,52A,5/05/2016,9,NA,NA,NA,1,
ITEXJ,5,CTL,NORMAL,ASTTRY,53A,5/05/2016,9,152,4.05,3.53,0,
ITEXJ,5,CTL,NORMAL,GREAUS,53G,5/05/2016,9,91,3.33,2.72,0,
ITEXJ,5,CTL,NORMAL,PHESQU,54PH,5/05/2016,9,104,3.96,3.87,0,
ITEXJ,5,CTL,NORMAL,PROCUN,52PR,5/05/2016,9,220,16.64,13.77,0,
ITEXJ,5,CTL,NORMAL,GREAUS,54G,5/05/2016,9,NA,NA,NA,1,
ITEXJ,5,CTL,NORMAL,PROCUN,53PR,5/05/2016,9,283,11.49,10.97,0,NEAR POA TUSSOCK
ITEXJ,5,CTL,NORMAL,ASTTRY,54A,5/05/2016,9,160,4.49,4.22,0,NR TUSSOCK - DMG
ITEXJ,5,CTL,NORMAL,PROCUN,54PR,5/05/2016,9,195,6.55,6.76,0,DMG TIP
ITEXJ,5,CTL,COMP,GREAUS,51GC,5/05/2016,9,103,3.99,3.45,0,
ITEXJ,5,CTL,COMP,GREAUS,52GC,5/05/2016,9,NA,NA,NA,1,
ITEXJ,5,CTL,COMP,GREAUS,53GC,5/05/2016,9,75,2.64,3.41,0,NEAR POA TUSSOCK
ITEXJ,5,CTL,COMP,GREAUS,54GC,5/05/2016,9,NA,NA,NA,1,
ITEXJ,6,OTC,NORMAL,PROCUN,61PR,5/05/2016,9,340,11.46,11.95,0,
ITEXJ,6,OTC,NORMAL,PROCUN,62PR,5/05/2016,9,380,18.52,19.53,0,
